"Ad name",Day,"Campaign name","Result type",Results,"Cost per result","Amount spent (INR)","Mobile app installs",CPI,Install2Activation%,"Link clicks",Impressions,"3-second video plays","Reporting starts","Reporting ends"
IN_Static_Overdue_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,773.26666667,2319.8,37,62.6972973,0.37837838,351,19861,,2026-06-02,2026-06-02
"IN_Static_Offer-Creative-2_22/05/26 - Copy",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,1.46,,,,,18,,2026-06-02,2026-06-02
"IN_Static_Free-Chat_Credit-Score-Improvement_18/05/26 _2",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,20.14,1,20.14,1,36,464,,2026-06-02,2026-06-02
IN_Static_Free-Chat_EMI-Reduction_18/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,84.14,84.14,2,42.07,0.5,43,827,,2026-06-02,2026-06-02
IN_Static_Free-Chat_CIBIL-Dispute_18/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,3.14,,,,5,101,,2026-06-02,2026-06-02
IN_Static_Free-Chat_Loan-Rejection_18/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,6,212.46666667,1274.8,24,53.11666667,0.5,173,7101,,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_UGC_08/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,"In-app subscriptions",1,389.36,389.36,1,389.36,0,530,7439,,2026-06-02,2026-06-02
AI_WEDO_Ln_Rej_FriendRivalry_SharmaJi_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,593.41,2373.64,20,118.682,0.5,146,21217,5717,2026-06-02,2026-06-02
retargeting_reduce_interest_aiugc_skit,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,"In-app subscriptions",1,22.49,22.49,,,,54,225,183,2026-06-02,2026-06-02
CR-Pad_javed_hussain_6_Overdue_Ln_Rej_02/06/2026,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,16,534.50375,8552.06,334,25.60497006,0.38922156,793,112096,60367,2026-06-02,2026-06-02
CR-Pads_yunuskhann__Ln_Rej_Kisaan_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,124,467.44330645,57962.97,1953,29.67894009,0.38914491,4482,741018,360400,2026-06-02,2026-06-02
AI_Wedo_ScoreImprove_DaughterWedding_Malayalam_02/06/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,230.7,1,230.7,1,5,2408,484,2026-06-02,2026-06-02
AI_Wedo_Ln_Rej_GulfReturnee_Malayalam_02/06/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,207.13,2,103.565,0.5,4,1869,313,2026-06-02,2026-06-02
AI_Wedo_Ln_Rej_CollegeFees_Malayalam_02/06/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,359.3,1,359.3,1,8,3721,545,2026-06-02,2026-06-02
UGC_Wedo_CarLoanScoreImprove_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,11,389.72090909,4286.93,70,61.24185714,0.41428571,223,36703,7499,2026-06-02,2026-06-02
UGC_Wedo_LoanReject3x_550to700_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,706.01333333,2118.04,29,73.03586207,0.44827586,113,16382,2647,2026-06-02,2026-06-02
AI_WEDO_Ln_Rej_AstrologyShani_SwamiJi_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,306.04,1,306.04,0,24,2241,582,2026-06-02,2026-06-02
CR_b.w.crazyboy_Ln_Rej_Pads_30/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,35,432.044,15121.54,537,28.15929236,0.3538175,1094,216819,105775,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Kannada_30/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,16,432.216875,6915.47,352,19.64622159,0.39772727,488,94300,22473,2026-06-02,2026-06-02
UGC_Vidrow_SC4V2_Low_Score_With_Screens_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,1045.94333333,3137.83,25,125.5132,0.44,516,31202,16764,2026-06-02,2026-06-02
IN_AI-gen_Vikram-Betal-Telugu_Loan-Rejection_29/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,333.52,7,47.64571429,0.57142857,16,2687,819,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,11,691,7601,319,23.82758621,0.38871473,706,103930,27294,2026-06-02,2026-06-02
"AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,13,516.92692308,6720.05,271,24.79723247,0.37269373,734,101372,24946,2026-06-02,2026-06-02
CR_tigeryadav519_ScoreImprove_Pad_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,0,0,8,0,1,,0,,2026-06-02,2026-06-02
"IN_AI-gen_Vikram-Betal-Malayalam_Loan-Rejection_29/05/26 - Copy",2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,20.89,,,,2,112,33,2026-06-02,2026-06-02
"IN_AI-gen_Vikram-Betal-Telugu_Loan-Rejection_29/05/26 - Copy",2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,2,658.465,1316.93,25,52.6772,0.4,88,9878,3451,2026-06-02,2026-06-02
"IN_AI-gen_Vikram-Betal-Tamil_Loan-Rejection_29/05/26 - Copy",2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-06-02,2026-06-02
"IN_AI-gen_Vikram-Betal-Kannada_Loan-Rejection_29/05/26 - Copy",2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,505.91,505.91,7,72.27285714,0.42857143,34,4262,1557,2026-06-02,2026-06-02
IN_AI-gen_Vikram-Betal-Malayalam_Loan-Rejection_29/05/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,1.51,,,,,11,2,2026-06-02,2026-06-02
IN_AI-gen_Vikram-Betal-Kannada_Loan-Rejection_29/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,103.44,3,34.48,0.33333333,4,1040,326,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,21,659.94428571,13858.83,670,20.6848209,0.32835821,1736,224349,56933,2026-06-02,2026-06-02
UGC_Vidrow_SC1V2_Loan_Settlement_H2_29/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,27,377.96259259,10204.99,263,38.80224335,0.34980989,810,89870,43529,2026-06-02,2026-06-02
UGC_Vidrow_SC9V2_Score_EMI_Bike_Bike_29/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,1311.42,1311.42,14,93.67285714,0.5,39,12278,3409,2026-06-02,2026-06-02
IN_AI-gen_Vikram-Betal-Tamil_Loan-Rejection_29/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,207.96,2,103.98,0.5,10,1665,624,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,273,533.45120879,145632.18,7130,20.42527069,0.36199158,14719,2408317,622942,2026-06-02,2026-06-02
UGC_Vidrow_SC9V1_Red_Int_Fortuner_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,1674.16,25,66.9664,0.16,482,11992,4861,2026-06-02,2026-06-02
UGC_Vidrow_SC8V1_Score_Low_Cockroach_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,3142.31,13,241.71615385,0.46153846,1643,19918,11168,2026-06-02,2026-06-02
AI_Vidrow_SC7V1_Personified_Bully_Loan_Char_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,20,568.2975,11365.95,282,40.30478723,0.46453901,719,144783,26049,2026-06-02,2026-06-02
UGC_Vidrow_SC6V2_Mystery_Loan_With_Screens_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,7,1724.31285714,12070.19,241,50.08377593,0.4439834,505,95027,26341,2026-06-02,2026-06-02
UGC_Vidrow_SC5V2_Loan_Rejection_With_Screens_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,6,394.215,2365.29,44,53.75659091,0.40909091,184,17889,8740,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,85,566.27623529,48133.48,2295,20.9731939,0.35816993,5601,713885,190616,2026-06-02,2026-06-02
UGC_Vidrow_SC1V1_Loan_Settlement_H1_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,1,287.47,287.47,11,26.13363636,0.36363636,16,2077,387,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Telugu_30/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,28,436.44142857,12220.36,463,26.39386609,0.40172786,689,134851,33951,2026-06-02,2026-06-02
UGC_Vidrow_SC6V2_Mystery_Loan_With_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,2,390.93,781.86,35,22.33885714,0.28571429,45,7400,1818,2026-06-02,2026-06-02
CR__tworuppee__ScoreImprove_30/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,32.14,5,6.428,0.6,6,459,239,2026-06-02,2026-06-02
CR__thiyagurupa_offxl_17_Ln_Rej_Pad_30/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,2545.8,5091.6,196,25.97755102,0.41326531,391,105171,39525,2026-06-02,2026-06-02
UGC_Vidrow_SC8V2_Score_Before_Emergency_Standard_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,1,202.86,202.86,8,25.3575,0.375,232,1491,1286,2026-06-02,2026-06-02
UGC_Vidrow_SC8V1_Score_Before_Emergency_Cockroach_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,45.8,6,7.63333333,0.33333333,45,329,273,2026-06-02,2026-06-02
UGC_Vidrow_SC9V3_Score_EMI_iPhone_iPhone_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,1,1236.28,1236.28,8,154.535,0.5,166,8366,2361,2026-06-02,2026-06-02
UGC_Vidrow_SC9V2_Score_EMI_Bike_Bike_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,331.36,9,36.81777778,0.44444444,13,2976,827,2026-06-02,2026-06-02
AI_Vidrow_SC7V2_Personified_Card_CreditCard_Char_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,5,392.922,1964.61,69,28.4726087,0.44927536,120,27817,6170,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,1,160.67,160.67,17,9.45117647,0.70588235,21,2050,566,2026-06-02,2026-06-02
UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,5,205.784,1028.92,64,16.076875,0.546875,87,9386,2312,2026-06-02,2026-06-02
UGC_Vidrow_SC1V2_Loan_Settlement_H2_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,4,413.3375,1653.35,43,38.45,0.37209302,147,17080,7559,2026-06-02,2026-06-02
UGC_Vidrow_SC5V2_Loan_Rejection_With_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,516.01,8,64.50125,0.375,29,4297,1875,2026-06-02,2026-06-02
UGC_Vidrow_SC5V1_Loan_Rejection_Without_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,1048.52,12,87.37666667,0.25,841,9700,5562,2026-06-02,2026-06-02
UGC_Vidrow_SC4V2_Low_Score_Approved_With_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,2,333.705,667.41,13,51.33923077,0.46153846,77,6874,3483,2026-06-02,2026-06-02
UGC_Vidrow_SC4V1_Low_Score_Approved_Without_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,5.32,4,1.33,0.5,2,52,31,2026-06-02,2026-06-02
UGC_Vidrow_SC3V4_Multi_Loan_Chaos_Short_Extra_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,6,318.97666667,1913.86,40,47.8465,0.25,628,29127,,2026-06-02,2026-06-02
UGC_Vidrow_SC3V2_Multi_Loan_Chaos_Short_POV_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,0.66,,,,,5,1,2026-06-02,2026-06-02
UGC_Vidrow_SC3V1_Multi_Loan_Chaos_Long_Without_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,0.31,,,,,5,1,2026-06-02,2026-06-02
UGC_Vidrow_SC2V2_Bank_Chakkar_With_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,60.19,1,60.19,0,1,610,230,2026-06-02,2026-06-02
UGC_Vidrow_SC2V1_Bank_Chakkar_Without_Screens_30/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,4,485.6925,1942.77,29,66.99206897,0.37931034,274,16517,6821,2026-06-02,2026-06-02
IN_St_Ln_Mng_HighEMI_tpt_28/04/26_05,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,1782.52666667,5347.58,128,41.77796875,0.28125,357,76094,48,2026-06-02,2026-06-02
Gopal_Creator,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,111.18,,,,19,1265,404,2026-06-02,2026-06-02
CR_techwithrajak_ScoreImprove_Pad_21/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,24,441.12791667,10587.07,304,34.82588816,0.5,479,153400,27609,2026-06-02,2026-06-02
CR_Bunny_Ln_Rej_Pad_04/05/26_02,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,975.91,19,51.36368421,0.26315789,67,19028,10702,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_05/04/26_SC1H3,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,3,0,0.66666667,,0,,2026-06-02,2026-06-02
CR_Cherry_Ln_Rej_Pad_05/04/26_01,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,1.04,,,,1,12,3,2026-06-02,2026-06-02
CR_Bosswallah_UGC_LowCIBIL_05/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,10,374.998,3749.98,84,44.64261905,0.36904762,117,35491,5003,2026-06-02,2026-06-02
CR_SunnyRock_HighEMI_Pad_05/04/26_01,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,336.78,17,19.81058824,0.29411765,19,2636,1151,2026-06-02,2026-06-02
CR_Soha_Ln_Rej_UGC_04/04/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,5.61,2,2.805,0,1,73,22,2026-06-02,2026-06-02
CR_Santosh_Ln_Rej_Pad_Relaunch_24/04/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,27.24,27.24,,,,,280,144,2026-06-02,2026-06-02
Vidrow_ScreenRec_UGC_04/04/26_02,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,3,,,,,47,7,2026-06-02,2026-06-02
Vidrow_ScreenRec_UGC_04/04/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,25.38,2,12.69,0,3,246,60,2026-06-02,2026-06-02
CR_Vicky_Recovery_Pad_04/05/26_05,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,179.26,717.04,16,44.815,0.3125,28,10217,3643,2026-06-02,2026-06-02
Celeb_Sushant_RedInt_07/05/26_SC3H3,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,1020.89,4083.56,81,50.41432099,0.35802469,192,29620,7409,2026-06-02,2026-06-02
UGC_Bosswallah_LowCibil_02/05/2026,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,941.2475,3764.99,54,69.72203704,0.31481481,216,39178,6110,2026-06-02,2026-06-02
Vidrow4_high_emi_notebook_29-04-26_3.mp4,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,0,0,3,0,2.33333333,,0,,2026-06-02,2026-06-02
CR_Venky_Relaunch_Pad_03/04/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,204.76666667,614.3,41,14.98292683,0.36585366,85,15315,5869,2026-06-02,2026-06-02
CR_DharmaRaj_Ln_Rej_Pad_27/04/26_01,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,13.32,2,6.66,0,1,172,87,2026-06-02,2026-06-02
CR_Cartoon_Ln_Rej_Pad_02/04/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,79.22,6,13.20333333,0.5,16,1119,538,2026-06-02,2026-06-02
AI_Aloo_Ln_Rej_Cartoon_01/04/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,612.37,1224.74,50,24.4948,0.24,93,18973,7303,2026-06-02,2026-06-02
CR_Dindigul_Ln_Rej_UGC_01/04/26_04,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,64.13,4,16.0325,0.75,9,655,239,2026-06-02,2026-06-02
CR_Techofficial_Fake_Ln_UGC_01/04/26_01,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,713.47,713.47,26,27.44115385,0.30769231,35,6091,1982,2026-06-02,2026-06-02
CR_xaxa_Ln_Rej_Pad_05/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,4.98,1,4.98,0,,137,70,2026-06-02,2026-06-02
Celeb_Sushant_FakeLoan_07/05/26_SC4H2,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0.19,,,,,6,1,2026-06-02,2026-06-02
IN_AI_LowCibil_UGC_01/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,106.82,106.82,7,15.26,0.42857143,10,1298,222,2026-06-02,2026-06-02
CR_Adithya_Ln_Rej_Pad_11/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,2.81,,,,,32,17,2026-06-02,2026-06-02
Celeb_Sushant_ScoreImprove_SC2H2_12/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,176,497.05090909,87480.96,2754,31.76505447,0.42883079,6272,856542,110861,2026-06-02,2026-06-02
Celeb_Sushant_LoanSePahle_12/05/26_02_SC2H3,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,87.87,13,6.75923077,0.30769231,12,1664,333,2026-06-02,2026-06-02
Celeb_Sushant_LoanSePahle_12/05/26_02_SC2H3,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,80,556.337125,44506.97,1145,38.87071616,0.3441048,5357,386234,85424,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_12/05/26_SC1H3,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,7,298,2086,92,22.67391304,0.38043478,234,33104,6018,2026-06-02,2026-06-02
Celeb_Sushant_ScoreImprove_SC1H2_12/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,15,247.32066667,3709.81,84,44.16440476,0.25,185,36391,6484,2026-06-02,2026-06-02
CR_Arya_Ln_Rej_Pad_12/05/2026_01,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,504.29,17,29.66411765,0.41176471,27,5354,1810,2026-06-02,2026-06-02
CR_Sharath_Fake_Loan_Pad_11/05/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,765.82,765.82,52,14.72730769,0.30769231,131,18282,7005,2026-06-02,2026-06-02
CR_VishnuSini_ScoreImprove_Pad_11/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,12.09,,,,1,118,63,2026-06-02,2026-06-02
CR_Sheik_Fake_Ln_Pad_08/05/26_01,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0.57,1,0.57,0,,6,2,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_07/05/26_SC5H2,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,3,0,0.66666667,,0,,2026-06-02,2026-06-02
Celeb_Sushant_ScoreImprove_SC2H2_07/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,5,0,0,,0,,2026-06-02,2026-06-02
CR_a3boys_Ln_Rej_Pad_08/055/26_01,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,9.97,1,9.97,0,2,216,77,2026-06-02,2026-06-02
CR_Simsar_Ln_Rej_Pad_08/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,4.41,3,1.47,0.66666667,1,60,27,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_05/04/26_SC1H3,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,16,341.01375,5456.22,217,25.14387097,0.41013825,450,87759,15643,2026-06-02,2026-06-02
Bosswala_Ln_Rej_UGC_08/05/26_02,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,985.02,1970.04,27,72.96444444,0.33333333,63,15545,3943,2026-06-02,2026-06-02
Celeb_Sushant_Ln_Rej_SC5H1_08/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,0,1,0,0,,0,,2026-06-02,2026-06-02
CR_Sudeep_Fake_loan_Pad_08/05/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1171.93,1171.93,44,26.63477273,0.36363636,91,16029,8396,2026-06-02,2026-06-02
CR_Aswin_Ln_Rej_Pad_08/05/26_01,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,15.94,,,,,273,125,2026-06-02,2026-06-02
CR_Deva_ln_Rej_Pad_08/05/26_01,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,40.6,,,,3,381,200,2026-06-02,2026-06-02
CR_Srinu_Ln_Rej_Pad_01/04/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,340.34,1021.02,37,27.59513514,0.32432432,67,14513,5954,2026-06-02,2026-06-02
IN_AI_LowCibil_UGC_01/05/26_01,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,801.91666667,2405.75,55,43.74090909,0.52727273,119,37765,4499,2026-06-02,2026-06-02
Celeb_Sushant_RedInt_SC3H1_12/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,11,752.69818182,8279.68,188,44.04085106,0.34574468,1040,94820,19185,2026-06-02,2026-06-02
retargeting_cibil,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,"In-app subscriptions",10,544.698,5446.98,4,1361.745,0,7753,56576,36217,2026-06-02,2026-06-02
reatargeting_ad-2,2026-06-02,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,"Website subscriptions",2,1070.43,2140.86,2,1070.43,0,636,65945,6480,2026-06-02,2026-06-02
retargeting_ad-1,2026-06-02,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,"Website subscriptions",6,407.375,2444.25,7,349.17857143,0.28571429,574,47413,7792,2026-06-02,2026-06-02
CR_Vinnu_LoanReject_HumanSkit_19/03/26_10,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,345.95,1037.85,44,23.5875,0.38636364,77,13231,6134,2026-06-02,2026-06-02
"static_cibil-dispute_google-search_14/03/2026 - Copy",2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,0,0,12,0,0.33333333,,0,,2026-06-02,2026-06-02
IN_AIUGC_ManyLoans_PD_21/02/2026_05,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,0,0,12,0,0.33333333,,0,,2026-06-02,2026-06-02
